,Pclass,Sex,Age,SibSp,Parch,Hometown,Boarded,Lifeboat,survived
768,3,male,,1,0,"Askeaton, Limerick, Ireland",Queenstown,,0
769,3,male,32.0,0,0,"Bokn, Norway",Southampton,,0
770,3,male,24.0,0,0,"Haaltert, Belgium",Southampton,,0
771,3,male,48.0,0,0,"Portland, Oregon, US",Southampton,,0
772,2,female,57.0,0,0,"Southampton, Hampshire, England",Southampton,,0
773,3,male,,0,0,"Unknown, Lebanon",Cherbourg,,0
774,2,female,54.0,1,3,"Penzance, Cornwall, England",Southampton,4,1
775,3,male,18.0,0,0,"Kristinehamn, Värmland, Sweden",Southampton,,0
776,3,male,,0,0,"Cahir, Tipperary, Ireland",Queenstown,,0
777,3,female,5.0,0,0,"New York City, New York, US",Southampton,13,1
778,3,male,,0,0,"Currafarry, Galway, Ireland",Queenstown,,0
779,1,female,43.0,0,1,"St Louis, Missouri, US",Southampton,2,1
780,3,female,13.0,0,0,"Beirut, Lebanon",Cherbourg,C,1
781,1,female,17.0,1,0,"Calgary, Alberta, Canada",Southampton,3,1
782,1,male,29.0,0,0,"Springfield, Massachusetts, US",Southampton,,0
783,3,male,,1,2,"Thornton Heath, London, England",Southampton,,0
784,3,male,25.0,0,0,"Buenos Aires, Argentina",Southampton,,0
785,3,male,25.0,0,0,"Manchester, England",Southampton,,0
786,3,female,18.0,0,0,"Munsala, Finland",Southampton,16,1
787,3,male,8.0,4,1,"Athlone, Westmeath, Ireland",Queenstown,,0
788,3,male,1.0,1,2,"Bartley Farm, Hampshire, England",Southampton,10,1
789,1,male,46.0,0,0,"Paris, France",Cherbourg,,0
790,3,male,,0,0,"Athenry, Galway, Ireland",Queenstown,,0
791,2,male,16.0,0,0,"Liverpool, Merseyside, England",Southampton,,0
792,3,female,,8,2,"Peterborough, Cambridgeshire, England",Southampton,,0
793,1,male,,0,0,"New York, New York, US",Cherbourg,14,0
794,3,male,25.0,0,0,"Terziysko, Troyan, Bulgaria",Southampton,,0
795,2,male,39.0,0,0,"Middleburg Heights, Ohio, US",Southampton,,0
796,1,female,49.0,0,0,"New York, New York, US",Southampton,8,1
797,3,female,31.0,0,0,"Vagovina, Croatia",Southampton,,1
798,3,male,30.0,0,0,"Beirut, Lebanon",Cherbourg,,0
799,3,female,30.0,1,1,"Kerksken, Belgium",Southampton,,0
800,2,male,34.0,0,0,"Southampton, Hampshire, England",Southampton,,0
801,2,female,31.0,1,1,"Bishopstoke, Hampshire, England",Southampton,14,1
802,1,male,11.0,1,2,"Bryn Mawr, Pennsylvania, US",Southampton,4,1
803,3,male,0.42,0,1,"Hardîne, Lebanon",Cherbourg,16,1
804,3,male,27.0,0,0,"St. Paul, Minnesota, US",Southampton,15,1
805,3,male,31.0,0,0,"Duluth, Minnesota, US",Southampton,,0
806,1,male,39.0,0,0,"Belfast, Ireland, UK",Belfast,,0
807,3,female,18.0,0,0,"Stockholm, Uppland, Sweden",Southampton,,0
808,2,male,39.0,0,0,"Harrow, London, England",Southampton,,0
809,1,female,33.0,1,0,"New York, New York, US",Southampton,5,1
810,3,male,26.0,0,0,"Great Yarmouth, Norfolk, England",Southampton,,0
811,3,male,39.0,0,0,"West Bromwich, Staffordshire, England",Southampton,,0
812,2,male,35.0,0,0,"Landrake, Cornwall, England",Southampton,,0
813,3,female,6.0,4,2,"Kisa, Östergötland, Sweden",Southampton,,0
814,3,male,30.5,0,0,"Portage la Prairie, Manitoba, Canada",Southampton,,0
815,1,male,,0,0,"Liverpool, Merseyside, England, UK",Southampton,,0
816,3,female,23.0,0,0,"Turku, Finland",Southampton,,0
817,2,male,31.0,1,1,"Montreal, Quebec, Canada",Cherbourg,,0
818,3,male,43.0,0,0,"Karlshamn, Blekinge, Sweden",Southampton,,0
819,3,male,10.0,3,2,"Hällekis, Västergötland, Sweden",Southampton,,0
820,1,female,52.0,1,1,"Montreal, Quebec, Canada",Southampton,3,1
821,3,male,27.0,0,0,"Konjsko Brdo, Croatia",Southampton,15,1
822,1,male,38.0,0,0,"Rotterdam, The Netherlands",Southampton,,0
823,3,female,27.0,0,1,"Unknown, Russia",Southampton,14,1
824,3,male,2.0,4,1,"Ylihärmä, South Ostrobothnia, Finland",Southampton,,0
825,3,male,,0,0,"Clonbur, Galway, Ireland",Queenstown,,0
826,3,male,,0,0,"Hong Kong, China",Southampton,,0
827,2,male,1.0,0,2,"Montreal, Quebec, Canada",Cherbourg,10,1
828,3,male,,0,0,"Bayonne, New Jersey, US",Queenstown,15,1
829,1,female,62.0,0,0,"New York, New York, US",Southampton,6,1
830,3,female,15.0,1,0,"Unknown, Lebanon",Cherbourg,C,1
831,2,male,0.83,1,1,"Penzance, Cornwall, England",Southampton,4,1
832,3,male,,0,0,"Tebnine, Lebanon",Cherbourg,,0
833,3,male,23.0,0,0,"Krakoryd, Småland, Sweden",Southampton,,0
834,3,male,18.0,0,0,"Southall, London, England",Southampton,,0
835,1,female,39.0,1,1,"Lakewood, New Jersey, US",Cherbourg,14,1
836,3,male,21.0,0,0,"Streklevac, Slovenia",Southampton,,0
837,3,male,,0,0,"London, England",Southampton,,0
838,3,male,32.0,0,0,"Hong Kong, China",Southampton,C,1
839,1,male,,0,0,"Paris, France",Cherbourg,7,1
840,3,male,20.0,0,0,"Salo, Finland",Southampton,,0
841,2,male,16.0,0,0,"Huntingfield, Suffolk, England",Southampton,,0
842,1,female,30.0,0,0,"Bryn Mawr, Pennsylvania, US",Southampton,4,1
843,3,male,34.5,0,0,"Áyios Sóstis, Greece",Cherbourg,,0
844,3,male,17.0,0,0,"Lipova Glavica, Croatia",Southampton,,0
845,3,male,42.0,0,0,"Cincinnati, Ohio, US",Southampton,,0
846,3,male,,8,2,"Peterborough, Cambridgeshire, England",Southampton,,0
847,3,male,35.0,0,0,"Gumostnik, Lovec, Bulgaria",Southampton,,0
848,2,male,28.0,0,1,"London, England",Southampton,,0
849,1,female,,1,0,"Paris, France",Cherbourg,5,1
850,3,male,4.0,4,2,"Kisa, Östergötland, Sweden",Southampton,,0
851,3,male,74.0,0,0,"Reftele, Småland, Sweden",Southampton,,0
852,3,female,9.0,1,1,"Unknown, Lebanon",Cherbourg,,0
853,1,female,16.0,0,1,"Paris, France",Cherbourg,9,1
854,2,female,44.0,1,0,"London, England, UK",Southampton,,0
855,3,female,18.0,0,1,"London, England",Southampton,13,1
856,1,female,45.0,1,1,"Youngstown, Ohio, US",Southampton,8,1
857,1,male,51.0,0,0,"Lima, Peru",Southampton,A,1
858,3,female,24.0,0,3,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,C,1
859,3,male,,0,0,"Tebnine, Lebanon",Cherbourg,,0
860,3,male,41.0,2,0,"Racine, Wisconsin, US",Southampton,,0
861,2,male,21.0,1,0,"Porthleven, Cornwall, England",Southampton,,0
862,1,female,48.0,0,0,"New York, New York, US",Southampton,8,1
863,3,female,,8,2,"Peterborough, Cambridgeshire, England",Southampton,,0
864,2,male,24.0,0,0,"Clevedon, North Somerset England",Southampton,,0
865,2,female,42.0,0,0,New York City,Southampton,,1
866,2,female,27.0,1,0,"Barcelona, Catalonia, Spain",Cherbourg,12,1
867,1,male,31.0,0,0,"Trenton, New Jersey, US",Southampton,,0
868,3,male,,0,0,"Haaltert, East Flanders, Belgium",Southampton,,0
869,3,male,4.0,1,1,"St. Charles, Illinois, US",Southampton,15,1
870,3,male,26.0,0,0,"Bosanska Krupa, Bosnia",Southampton,,0
871,1,female,47.0,1,1,"New York, New York, US",Southampton,5,1
872,1,male,33.0,0,0,"New York, New York, US",Southampton,,0
873,3,male,47.0,0,0,"Zwevezele, Belgium",Southampton,,0
874,2,female,28.0,1,0,Russia,Cherbourg,10,1
875,3,female,15.0,0,0,"El Shweir, Lebanon",Cherbourg,C,1
876,3,male,20.0,0,0,"Kokkola, Finland",Southampton,,0
877,3,male,19.0,0,0,"Gumostnik, Lovec, Bulgaria",Southampton,,0
878,3,male,,0,0,"Knezhni Lak, Troyan, Bulgaria",Southampton,,0
879,1,female,56.0,0,1,"Philadelphia, Pennsylvania, US",Cherbourg,7,1
880,2,female,25.0,0,1,"Deer Lodge, Montana, US",Southampton,12,1
881,3,male,33.0,0,0,"Milje, Slovenia",Cherbourg,,0
882,3,female,22.0,0,0,"Stockholm, Sweden",Southampton,,0
883,2,male,28.0,0,0,"Plymouth, Devon, England",Southampton,,0
884,3,male,25.0,0,0,"London, England",Southampton,,0
885,3,female,39.0,0,5,"Athlone, Westmeath, Ireland",Queenstown,,0
886,2,male,27.0,0,0,"Gudinė, Lithuania [76]",Southampton,,0
887,1,female,19.0,0,0,"Greenwich, Connecticut, US",Southampton,3,1
888,3,female,,1,2,"Thornton Heath, London, England",Southampton,,0
889,1,male,26.0,0,0,"New York, New York, US",Cherbourg,5,1
890,3,male,32.0,0,0,"Patrickswell, Limerick, Ireland",Queenstown,,0
891,3,male,34.5,0,0,"Unknown, Ireland",Southampton,,0
891,3,male,34.5,0,0,"Unknown, Ireland",Southampton,,0
892,3,female,47.0,1,0,"Penzance, Cornwall, England",Southampton,16,1
893,2,male,62.0,0,0,"Fermoy, Ireland[note 1]",Queenstown,,0
894,3,male,27.0,0,0,"Uster, Switzerland",Southampton,,0
895,3,female,22.0,1,1,"Taalintehdas, Finland",Southampton,15,1
896,3,male,14.0,0,0,"Knäred, Halland, Sweden",Southampton,13,1
897,3,female,30.0,0,0,"Bank Place, Tipperary, Ireland",Queenstown,,1
897,3,female,30.0,0,0,"Bank Place, Tipperary, Ireland",Queenstown,,0
898,2,male,26.0,1,1,"Bangkok, Siam[note 5]",Southampton,13,1
899,3,female,18.0,0,0,"Shwayhad, Syria",Cherbourg,C,1
900,3,male,21.0,2,0,"West Bromwich, Staffordshire, England",Southampton,,0
901,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
902,1,male,46.0,0,0,"Bennington, Vermont, US",Southampton,,0
903,1,female,23.0,1,0,"Minneapolis, Minnesota, US",Southampton,7,1
904,2,male,63.0,1,0,"Swindon, Wiltshire, England",Southampton,,0
905,1,female,47.0,1,0,"Amenia, North Dakota, US",Southampton,4,1
906,2,female,24.0,1,0,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,11,1
907,2,male,35.0,0,0,"Limerick, Ireland[note 1]",Queenstown,,0
908,3,male,21.0,0,0,"Kafr Mishki, Lebanon",Cherbourg,,0
909,3,female,27.0,1,0,"New York City, New York, US",Southampton,,0
911,1,male,55.0,1,0,"New York, New York, US",Cherbourg,,0
912,3,male,9.0,0,1,"Trondheim, Norway",Southampton,13,1
913,1,female,,0,0,"New York, New York, US",Cherbourg,7,1
914,1,male,21.0,0,1,"Geneva, Switzerland",Cherbourg,A,1
915,1,female,48.0,1,3,"Cooperstown, New York, US",Cherbourg,4,1
916,3,male,50.0,1,0,"St Austell, Cornwall, England",Southampton,,0
917,1,female,22.0,0,1,"Providence, Rhode Island, US",Southampton,5,1
918,3,male,22.5,0,0,"Ibrin[85], Syria or Lebanon",Cherbourg,,0
919,1,male,41.0,0,0,"Pomeroy, Washington, US",Southampton,,0
920,3,male,,2,0,"Hardîne, Lebanon",Cherbourg,,0
921,2,male,50.0,1,0,"Weston-super-Mare, North Somerset, England",Southampton,,0
922,2,male,24.0,2,0,"Guernsey, Channel Islands",Southampton,,0
923,3,female,33.0,1,2,"Bartley Farm, Hampshire, England",Southampton,10,1
925,1,male,30.0,1,0,"New York, New York, US",Cherbourg,11,1
927,3,female,,0,0,"London, England",Southampton,C,1
928,3,female,21.0,0,0,"Široka Kula, Croatia",Southampton,,0
929,3,male,25.0,0,0,"Zwevezele, Belgium",Southampton,11,1
930,3,male,,0,0,"Hong Kong, China",Southampton,,1
931,3,male,39.0,0,1,"Milje, Slovenia",Southampton,15,1
932,1,male,,0,0,"London, England, UK",Southampton,,0
933,3,male,41.0,0,0,"Unknown, Russia",Southampton,,0
934,2,female,30.0,0,0,"Provo, Utah, US",Southampton,,0
935,1,female,45.0,1,0,"Boston, Massachusetts, US",Southampton,5,1
936,3,male,25.0,0,0,"Helsinki, Finland",Southampton,,0
937,1,male,45.0,0,0,"Paris, France",Cherbourg,7,1
938,3,male,,0,0,"Tynagh, Galway, Ireland",Queenstown,,0
939,1,female,60.0,0,0,"Philadelphia, Pennsylvania, US",Cherbourg,8,1
941,1,male,24.0,1,0,"Huntington, West Virginia, US",Cherbourg,,0
942,2,male,27.0,0,0,New York City,Southampton,,0
944,1,female,28.0,3,2,"Winnipeg, Manitoba, Canada",Southampton,10,1
945,2,male,,0,0,"Paris, France",Cherbourg,,0
946,3,male,10.0,4,1,"Athlone, Westmeath, Ireland",Queenstown,,0
947,3,male,35.0,0,0,"Kricina, Croatia",Southampton,,0
948,3,male,25.0,0,0,"Perkins County, South Dakota, US",Southampton,A,1
949,3,male,,1,0,"Liverpool, Merseyside, England",Southampton,,0
950,1,female,36.0,0,0,"Cooperstown, New York, US",Cherbourg,4,1
951,3,male,17.0,0,0,"Podgora, Croatia",Southampton,,0
952,2,male,32.0,0,0,"Sydney, New South Wales, Australia",Southampton,,0
953,3,male,18.0,0,0,"Stockholm, Sweden",Southampton,,0
954,3,female,22.0,0,0,"Kingwilliamstown, Cork, Ireland",Queenstown,13,1
955,1,male,13.0,2,2,"Cooperstown, New York, US",Cherbourg,4,1
956,2,female,,0,0,"Pittsburgh, Pennsylvania, US",Southampton,,0
957,3,female,18.0,0,0,"Kilmacowen, Sligo, Ireland",Queenstown,,0
958,1,male,47.0,0,0,"Washington, DC, US",Southampton,,0
959,1,male,31.0,0,0,"Albany, New York, US",Cherbourg,7,1
960,1,female,60.0,1,4,"Winnipeg, Manitoba, Canada",Southampton,10,1
961,3,female,24.0,0,0,"Athlone, Westmeath, Ireland",Queenstown,15,1
962,3,male,21.0,0,0,"Gumostnik, Lovec, Bulgaria",Southampton,,0
963,3,female,29.0,0,0,"Karinainen, Finland",Southampton,,0
964,1,male,28.5,0,0,"Havana, Cuba",Cherbourg,,0
965,1,female,35.0,0,0,"Philadelphia, Pennsylvania, US",Southampton,4,1
966,1,male,32.5,0,0,"Philadelphia, Pennsylvania, US",Southampton,,0
967,3,male,,0,0,"Greenwich, London, England",Southampton,,0
968,1,female,55.0,2,0,"New York, New York, US",Southampton,2,1
969,2,male,30.0,0,0,"Bryn Mawr, Pennsylvania, US",Southampton,,0
970,3,female,24.0,0,0,"Bree, Wexford, Ireland",Queenstown,,0
971,3,male,6.0,1,1,"Unknown, Lebanon",Cherbourg,,0
972,1,male,67.0,1,0,"New York, New York, US",Southampton,,0
973,1,male,49.0,0,0,"Ascot, Berkshire, England, UK",Southampton,,0
974,3,male,,0,0,"Unknown, Macedonia",Southampton,,0
975,2,male,,0,0,"Glencree, Ireland[note 1]",Queenstown,,0
976,3,male,,1,0,"Hardîne, Lebanon",Cherbourg,,0
977,3,female,27.0,0,0,"New York City, New York, US",Queenstown,,0
978,3,female,18.0,0,0,"Clevedon, North Somerset, England",Southampton,C,1
979,3,female,,0,0,"Cum, Mayo, Ireland",Queenstown,,0
980,2,male,2.0,1,1,"Heamoor, Cornwall, England",Southampton,14,1
981,3,female,22.0,1,0,"New Haven, Connecticut, US",Southampton,16,1
982,3,male,,0,0,"Sandefjord, Norway",Southampton,,0
983,1,female,27.0,1,2,"Montreal, Quebec, Canada",Southampton,3,1
984,3,male,,0,0,"London, England",Southampton,,0
985,1,male,25.0,0,0,"Antwerp, Belgium",Cherbourg,,0
986,3,male,25.0,0,0,"Stockholm, Uppland, Sweden",Southampton,13,1
987,1,female,76.0,1,0,"London, England, UK",Southampton,6,1
988,3,male,29.0,0,0,"Ikaalinen, Pirkanmaa, Finland",Southampton,,0
989,3,female,20.0,0,0,"Medeltorp, Småland, Sweden",Southampton,,0
990,3,male,33.0,0,0,"St Austell, Cornwall, England",Southampton,,0
991,1,female,43.0,1,0,"Newark, New Jersey, US",Cherbourg,5,1
992,2,male,27.0,1,0,"Bromsgrove, Worcestershire, England",Southampton,,0
993,3,male,,0,0,"Donoughmore, Cork, Ireland",Queenstown,,0
994,3,male,26.0,0,0,"Kvarnaryd, Småland, Sweden",Southampton,15,1
996,3,male,28.0,0,0,"Bergen, Norway",Southampton,,0
997,3,male,21.0,0,0,"Kingwilliamstown, Cork, Ireland",Queenstown,13,1
998,3,male,,0,0,"Ballinascreen, Tipperary, Ireland",Queenstown,14,1
1000,2,male,18.5,0,0,"Montreal, Quebec, Canada",Southampton,,0
1001,2,male,41.0,0,0,New York City,Southampton,,0
1002,3,female,,0,0,"Cork, Cork, Ireland",Queenstown,,1
1003,1,female,36.0,0,0,"New York, New York, US",Cherbourg,,0
1004,3,female,18.5,0,0,"Ovens, Cork, Ireland",Queenstown,,0
1005,1,female,63.0,1,0,"New York, New York, US",Southampton,,0
1006,3,male,18.0,1,0,"Agios Sostis, Peloponnese, Greece",Cherbourg,,0
1007,3,male,,0,0,"Unknown, Unknown",Cherbourg,,0
1008,3,female,1.0,1,1,"Motala, Östergötland, Sweden",Southampton,13,1
1009,1,male,36.0,0,0,"Fergus, Ontario, Canada",Southampton,A,0
1010,2,female,29.0,1,0,"Liskeard, Cornwall, England",Southampton,,0
1011,2,female,12.0,0,0,"Aberdeen, Aberdeenshire, Scotland",Southampton,9,1
1012,3,male,,1,0,"Jersey City, New Jersey, US",Queenstown,,0
1013,1,female,35.0,1,0,"Hamburg, German Empire[note 2]",Southampton,11,1
1014,3,male,28.0,0,0,"Southampton, Hampshire, England",Southampton,,0
1015,3,male,,0,0,"Watergate, Limerick, Ireland",Queenstown,15,1
1016,3,female,17.0,0,1,"Bournemouth, Dorset, England",Southampton,12,1
1017,3,male,22.0,0,0,"Norrköping, Östergötland, Sweden",Southampton,,0
1018,3,female,,2,0,"Carrickatane, Tyrone, Ireland",Queenstown,16,1
1019,2,male,42.0,0,0,"London, England",Southampton,,0
1020,3,male,24.0,0,0,"London, England",Southampton,,0
1021,3,male,32.0,0,0,"Arboretum, Worcestershire, England",Southampton,,0
1022,1,male,53.0,0,0,"Washington, DC, US",Southampton,B,1
1023,3,female,,0,4,"Liévin, Pas-de-Calais, France",Southampton,,0
1024,3,male,,1,0,"Hardîne, Lebanon",Cherbourg,,0
1025,3,male,43.0,0,0,"Unknown, Bulgaria",Southampton,,0
1026,3,male,24.0,0,0,"Göteborg, Västergötland, Sweden",Southampton,,0
1027,3,male,26.5,0,0,"Kiğı, Turkey",Cherbourg,,0
1028,2,male,26.0,0,0,"Newark, New Jersey, US",Southampton,,0
1029,3,female,23.0,0,0,"Mogilev, Belarus",Southampton,13,1
1030,3,male,40.0,1,6,"Fulham, England",Southampton,,0
1031,3,female,10.0,5,2,"Fulham, England",Southampton,,0
1032,1,female,33.0,0,0,"Montreal, Quebec, Canada",Southampton,8,1
1033,1,male,61.0,1,3,"Cooperstown, New York, US",Cherbourg,,0
1034,2,male,28.0,0,0,"London, England, UK",Southampton,,0
1036,3,male,31.0,3,0,"Zwevezele, Belgium",Southampton,,0
1037,1,male,,0,0,"Brighton, Massachusetts, US",Southampton,,0
1038,3,male,22.0,0,0,"Pontardawe, West Glamorgan, Wales",Southampton,,0
1039,1,male,,0,0,"Roachdale, Indiana, US",Southampton,,0
1040,2,male,30.0,1,1,"Minneapolis, Minnesota, US",Southampton,,0
1041,1,female,23.0,0,1,,,,1
1042,3,male,,0,0,"Gabrovo, Bulgaria",Cherbourg,,0
1043,3,male,60.5,0,0,"Liverpool, Merseyside, England,",Southampton,,0
1044,3,female,36.0,0,2,"Salmunds, Gotland, Sweden",Southampton,,0
1045,3,male,13.0,4,2,"Alseda, Småland, Sweden",Southampton,,0
1046,3,male,24.0,0,0,"Saint Sampson, Guernsey, Channel Islands, England",Southampton,D,1
1047,1,female,29.0,0,0,"New York, New York, US",Southampton,8,1
1048,3,female,23.0,0,0,,,,1
1049,1,male,42.0,0,0,"London, England, UK",Southampton,,0
1050,3,female,26.0,0,2,"Southampton, Hampshire, England",Southampton,,0
1051,3,female,,0,0,"Kilcogy, Cavan, Ireland",Queenstown,13,1
1052,3,male,7.0,1,1,"Tibnin, Lebanon",Cherbourg,C,1
1053,2,female,26.0,0,0,"Yeovil, Somerset, England",Southampton,9,1
1054,3,male,,0,0,"London, England",Southampton,,0
1055,2,male,41.0,0,0,"Scheyern, Bavaria, German Empire[note 2]",Southampton,,0
1056,3,female,26.0,1,1,"Zürich, Switzerland",Southampton,2,1
1057,1,male,48.0,0,0,"Omaha, Nebraska, US",Cherbourg,,0
1058,3,male,18.0,2,2,"Rotherfield, East Sussex, England",Southampton,,0
1059,1,female,,0,0,"New York, New York, US",Cherbourg,5,1
1060,3,female,22.0,0,0,"Stora Tuna, Sweden",Southampton,C,1
1061,3,male,,0,0,"Edinburgh, Scotland",Southampton,,0
1062,3,male,27.0,0,0,"Kiğı, Turkey",Cherbourg,,0
1063,3,male,23.0,1,0,"New Haven, Connecticut, US",Southampton,,0
1064,3,male,,0,0,"Unknown, Syria",Cherbourg,,0
1065,3,male,40.0,1,5,"Alseda, Småland, Sweden",Southampton,,0
1066,2,female,15.0,0,2,"Cape Town, South Africa, UK",Southampton,14,1
1067,2,female,20.0,0,0,"St. Ives, Cornwall, England",Southampton,11,1
1068,1,male,54.0,1,0,"Newark, New Jersey, US",Cherbourg,1,1
1069,2,female,36.0,0,3,"Guntur, Madras Province, British India[note 3]",Southampton,11,1
1070,1,female,64.0,0,2,"Lakewood, New Jersey, US",Cherbourg,14,1
1071,2,male,30.0,0,0,"Sarnia, Ontario, Canada",Southampton,,0
1072,1,male,37.0,1,1,"Lakewood, New Jersey, US",Cherbourg,,0
1073,1,female,18.0,1,0,"New York, New York, US",Southampton,10,1
1074,3,male,,0,0,"Limerick, Limerick, Ireland",Queenstown,,0
1075,1,female,27.0,1,1,"Montreal, Quebec, Canada",Cherbourg,6,1
1076,2,male,40.0,0,0,"Weston-super-Mare, North Somerset, England",Southampton,,0
1077,2,female,21.0,0,1,"Ilfracombe, Devon, England",Southampton,12,1
1078,3,male,17.0,2,0,"West Bromwich, Staffordshire, England",Southampton,,0
1079,3,female,,8,2,"Peterborough, Cambridgeshire, England",Southampton,,0
1080,2,male,40.0,0,0,"Barre, Vermont, US",Southampton,,0
1081,2,male,34.0,1,0,"Warwick, Warwickshire, England",Southampton,,0
1082,1,male,,0,0,"New York, New York, US",Cherbourg,1,1
1083,3,male,11.5,1,1,"London, England",Southampton,,0
1084,2,male,61.0,0,0,"Chelsea, Michigan, US",Southampton,,0
1085,2,male,8.0,0,2,"Greenport, New York, US",Southampton,10,1
1086,3,male,33.0,0,0,"Göteborg, Västergötland, Sweden",Southampton,,0
1087,1,male,6.0,0,2,"Tuxedo Park, New York, US",Cherbourg,3,1
1088,3,female,18.0,0,0,"Lysvik, Värmland, Sweden",Southampton,D,1
1089,2,male,23.0,0,0,"Saint Peter Port, Guernsey, Channel Islands",Southampton,,0
1090,3,female,,0,0,"Haugesund, Rogaland, Norway",Southampton,,0
1091,3,female,,0,0,"Dublin, Ireland",Queenstown,16,1
1092,3,male,0.33,0,2,"Göteborg, Västergötland, Sweden",Southampton,,0
1093,1,male,47.0,1,0,"New York, New York, US",Cherbourg,,0
1094,2,female,8.0,1,1,"Plymouth, Devon, England",Southampton,11,1
1095,2,male,25.0,0,0,"Redruth, Cornwall, England",Southampton,,0
1096,1,male,,0,0,"Le Havre, France",Cherbourg,7,1
1097,3,female,35.0,0,0,"Terry, Mayo, Ireland",Queenstown,,0
1098,2,male,24.0,0,0,"London, England",Southampton,9,1
1099,1,female,33.0,0,0,"Paris, France",Cherbourg,11,1
1100,3,male,25.0,0,0,"Bakić, Bosnia",Southampton,,0
1101,3,male,32.0,0,0,"Bergen, Norway",Southampton,,0
1102,3,male,,0,0,"Philadelphia, Pennsylvania, US",Southampton,15,1
1103,2,male,17.0,0,0,"Fritham, Hampshire, England, UK",Southampton,,0
1104,2,female,60.0,1,0,"Swindon, Wiltshire, England",Southampton,,0
1105,3,female,38.0,4,2,"Vadsbro, Sörmland, Sweden",Southampton,,0
1106,1,male,42.0,0,0,"Chelsea, London, England, UK",Southampton,,0
1107,3,female,,0,0,"Derrymartin, Mayo, Ireland",Queenstown,,0
1108,1,male,57.0,1,1,"Youngstown, Ohio, US",Southampton,,0
1109,1,female,50.0,1,1,"Philadelphia, Pennsylvania, US",Southampton,4,1
1110,3,male,,0,0,"Unknown, Scotland",Southampton,,0
1111,2,female,30.0,1,0,"Barcelona, Catalonia, Spain",Cherbourg,12,1
1112,3,male,21.0,0,0,"London, England",Southampton,,0
1113,2,female,22.0,0,0,"Oxford, Oxfordshire, England",Southampton,14,1
1114,3,male,21.0,0,0,"Oskarshamn, Kalmar, Sweden",Southampton,13,1
1115,1,female,53.0,0,0,"Washington, DC, US",Cherbourg,6,1
1117,3,male,23.0,0,0,"Oskarshamn, Kalmar, Sweden",Southampton,13,1
1118,3,female,,0,0,"Trien, Roscommon, Ireland",Queenstown,,0
1119,3,male,40.5,0,0,"Bristol, Avon, England",Southampton,,0
1120,2,male,36.0,0,0,"Devonport, Devon, England",Southampton,,0
1121,2,male,14.0,0,0,"Yeovil, Somerset, England",Southampton,,0
1122,1,female,21.0,0,0,"Duluth, Minnesota, US",Southampton,8,1
1123,3,male,21.0,1,0,"Vaasa, Finland",Southampton,,0
1124,3,male,,0,0,"Boherbue, Cork, Ireland",Queenstown,,0
1125,1,male,39.0,1,0,"New York, New York, US",Cherbourg,,0
1126,3,male,20.0,0,0,"Östra Sallerup, Skåne, Sweden",Southampton,,0
1127,1,male,64.0,1,0,"Portland, Oregon, US",Cherbourg,,0
1128,3,male,20.0,0,0,"Unknown, Lebanon",Cherbourg,,0
1129,2,female,18.0,1,1,"Joensuu, Finland, Russian Empire[note 6]",Southampton,,0
1130,1,female,48.0,1,0,"Minneapolis, Minnesota, US",Cherbourg,2,1
1131,1,female,55.0,0,0,"Stockholm, Sweden",Cherbourg,6,1
1132,2,female,45.0,0,2,"London, England, UK",Southampton,12,1
1133,1,male,45.0,1,1,"Tuxedo Park, New York, US",Cherbourg,3,1
1134,3,male,,0,0,"Manchester, England",Southampton,C,1
1136,1,male,41.0,1,0,"Pittsburgh, Pennsylvania, US",Southampton,,0
1137,2,female,22.0,0,0,"Pittsburgh, Pennsylvania, US",Southampton,,0
1138,2,male,42.0,1,1,"Greenport, New York, US",Southampton,,0
1139,2,female,29.0,1,0,"Porthoustock, Cornwall, England",Southampton,10,1
1141,2,female,0.92,1,2,"Bournemouth, Dorset, England",Southampton,10,1
1142,3,male,20.0,0,0,"Dalsbruk, Finland",Southampton,15,1
1143,1,male,27.0,1,0,"Los Angeles, California, US",Cherbourg,,0
1144,3,male,24.0,0,0,"Genevad, Halland, Sweden",Southampton,,0
1145,3,male,32.5,0,0,"Vienna, Austria",Southampton,,0
1146,3,male,,0,0,"London, England",Southampton,,0
1147,3,male,,0,0,"Currowhunane, Sligo, Ireland",Queenstown,,0
1148,3,male,28.0,0,0,"Västra Bogane, Orust Island, Sweden",Southampton,,0
1149,2,female,19.0,0,0,"Rochester, New York, US",Southampton,12,1
1150,3,male,21.0,0,0,"Krøkstad, Ski, Norway",Southampton,15,1
1151,3,male,36.5,1,0,"Tampico, Montana, US",Southampton,15,1
1152,3,male,21.0,0,0,"Hörby, Skåne, Sweden",Southampton,,0
1154,3,female,1.0,1,1,"Grimshut, Småland, Sweden",Southampton,,0
1155,2,male,30.0,0,0,"Milford, New Hampshire, US",Southampton,14,1
1156,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
1157,1,male,,0,0,"Belfast, Ireland, UK",Belfast,,0
1158,3,male,,0,0,"Portsmouth, Hampshire, England",Southampton,,0
1159,3,female,,0,0,"North Walsham, Norfolk, England",Southampton,C,1
1160,3,male,17.0,0,0,"Bukovac, Croatia",Southampton,,0
