Column,Pclass,Sex,Age,SibSp,Parch,Country,Boarded,Lifeboat,survived
1077,2,female,21,0,1,United Kingdom,Southampton,12,1
1078,3,male,17,2,0,United Kingdom,Southampton,,0
1079,3,female,,8,2,United Kingdom,Southampton,,0
1080,2,male,40,0,0,United States of America,Southampton,,0
1081,2,male,34,1,0,United Kingdom,Southampton,,0
1082,1,male,,0,0,United States of America,Cherbourg,1,1
1083,3,male,11,1,1,United Kingdom,Southampton,,0
1084,2,male,61,0,0,United States of America,Southampton,,0
1085,2,male,8,0,2,United States of America,Southampton,10,1
1086,3,male,33,0,0,Sweden,Southampton,,0
1087,1,male,6,0,2,United States of America,Cherbourg,3,1
1088,3,female,18,0,0,Sweden,Southampton,D,1
1089,2,male,23,0,0,United Kingdom,Southampton,,0
1090,3,female,,0,0,Norway,Southampton,,0
1091,3,female,,0,0,Ireland,Queenstown,16,1
1092,3,male,1,0,2,Sweden,Southampton,,0
1093,1,male,47,1,0,United States of America,Cherbourg,,0
1094,2,female,8,1,1,United Kingdom,Southampton,11,1
1095,2,male,25,0,0,United Kingdom,Southampton,,0
1096,1,male,,0,0,France,Cherbourg,7,1
1097,3,female,35,0,0,Ireland,Queenstown,,0
1098,2,male,24,0,0,United Kingdom,Southampton,9,1
1099,1,female,33,0,0,France,Cherbourg,11,1
1100,3,male,25,0,0,Bosnia,Southampton,,0
1101,3,male,32,0,0,Norway,Southampton,,0
1102,3,male,,0,0,United States of America,Southampton,15,1
1103,2,male,17,0,0,United Kingdom,Southampton,,0
1104,2,female,60,1,0,United Kingdom,Southampton,,0
1105,3,female,38,4,2,Sweden,Southampton,,0
1106,1,male,42,0,0,United Kingdom,Southampton,,0
1107,3,female,,0,0,Ireland,Queenstown,,0
1108,1,male,57,1,1,United States of America,Southampton,,0
1109,1,female,50,1,1,United States of America,Southampton,4,1
1110,3,male,,0,0,United Kingdom,Southampton,,0
1111,2,female,30,1,0,Spain,Cherbourg,12,1
1112,3,male,21,0,0,United Kingdom,Southampton,,0
1113,2,female,22,0,0,United Kingdom,Southampton,14,1
1114,3,male,21,0,0,Sweden,Southampton,13,1
1115,1,female,53,0,0,United States of America,Cherbourg,6,1
1117,3,male,23,0,0,Sweden,Southampton,13,1
1118,3,female,,0,0,Ireland,Queenstown,,0
1119,3,male,40,0,0,United Kingdom,Southampton,,0
1120,2,male,36,0,0,United Kingdom,Southampton,,0
1121,2,male,14,0,0,United Kingdom,Southampton,,0
1122,1,female,21,0,0,United States of America,Southampton,8,1
1123,3,male,21,1,0,Finland,Southampton,,0
1124,3,male,,0,0,Ireland,Queenstown,,0
1125,1,male,39,1,0,United States of America,Cherbourg,,0
1126,3,male,20,0,0,Sweden,Southampton,,0
1127,1,male,64,1,0,United States of America,Cherbourg,,0
1128,3,male,20,0,0,Lebanon,Cherbourg,,0
1129,2,female,18,1,1,Finland,Southampton,,0
1130,1,female,48,1,0,United States of America,Cherbourg,2,1
1131,1,female,55,0,0,Sweden,Cherbourg,6,1
1132,2,female,45,0,2,United Kingdom,Southampton,12,1
1133,1,male,45,1,1,United States of America,Cherbourg,3,1
1134,3,male,,0,0,United Kingdom,Southampton,C,1
1136,1,male,41,1,0,United States of America,Southampton,,0
1137,2,female,22,0,0,United States of America,Southampton,,0
1138,2,male,42,1,1,United States of America,Southampton,,0
1139,2,female,29,1,0,United Kingdom,Southampton,10,1
1141,2,female,1,1,2,United Kingdom,Southampton,10,1
1142,3,male,20,0,0,Finland,Southampton,15,1
1143,1,male,27,1,0,United States of America,Cherbourg,,0
1144,3,male,24,0,0,Sweden,Southampton,,0
1145,3,male,32,0,0,Austria,Southampton,,0
1146,3,male,,0,0,United Kingdom,Southampton,,0
1147,3,male,,0,0,Ireland,Queenstown,,0
1148,3,male,28,0,0,Sweden,Southampton,,0
1149,2,female,19,0,0,United States of America,Southampton,12,1
1150,3,male,21,0,0,Norway,Southampton,15,1
1151,3,male,36,1,0,United States of America,Southampton,15,1
1152,3,male,21,0,0,Sweden,Southampton,,0
1154,3,female,1,1,1,Sweden,Southampton,,0
1155,2,male,30,0,0,United States of America,Southampton,14,1
1156,3,male,,0,0,Bulgaria,Southampton,,0
1157,1,male,,0,0,Ireland,Belfast,,0
1158,3,male,,0,0,United Kingdom,Southampton,,0
1159,3,female,,0,0,United Kingdom,Southampton,C,1
1160,3,male,17,0,0,Croatia,Southampton,,0
1161,1,male,46,0,0,Canada,Southampton,,0
1162,3,male,,0,0,Ireland,Queenstown,,0
1163,1,female,26,1,0,United States of America,Cherbourg,4,1
1164,3,female,,1,0,Ireland,Queenstown,,0
1165,3,male,,0,0,Lebanon,Cherbourg,,0
1166,2,female,20,1,0,Sweden,Southampton,12,1
1167,2,male,28,0,0,United Kingdom,Southampton,,0
1168,2,male,40,1,0,United Kingdom,Southampton,,0
1169,2,male,30,1,0,United Kingdom,Southampton,,0
1170,2,male,22,0,0,United Kingdom,Southampton,13,1
1171,3,female,23,0,0,Croatia,Southampton,,0
1172,3,male,1,1,1,United Kingdom,Southampton,,0
1173,3,female,,0,0,Ireland,Queenstown,,0
1174,3,female,9,1,1,Lebanon,Cherbourg,C,1
1175,3,female,2,1,1,Finland,Southampton,,0
1176,3,male,36,0,0,United Kingdom,Southampton,,0
1177,3,male,,0,0,United Kingdom,Cherbourg,,0
1178,1,male,24,1,0,United States of America,Southampton,7,1
1179,3,male,,0,0,Turkey,Cherbourg,,0
1180,3,male,,0,0,United Kingdom,Southampton,,0
1181,1,male,,0,0,France,Southampton,A,1
1183,3,male,,0,0,Lebanon,Cherbourg,,0
1184,1,male,53,1,1,United States of America,Southampton,13,1
1185,3,male,36,0,0,Belgium,Southampton,,0
1186,3,male,26,0,0,Bulgaria,Southampton,,0
1187,2,female,1,1,2,France,Cherbourg,14,1
1188,3,male,,2,0,Lebanon,Cherbourg,,0
1189,1,male,30,0,0,United Kingdom,Southampton,,0
1190,3,male,29,0,0,United States of America,Southampton,,0
1191,3,male,32,0,0,Sweden,Southampton,A,1
1192,2,male,,0,0,France,Cherbourg,,0
1193,2,male,43,0,1,United Kingdom,Southampton,,0
1194,3,male,24,0,0,Croatia,Southampton,,0
1196,1,female,64,1,1,United States of America,Southampton,7,1
1197,1,male,30,1,2,Canada,Southampton,,0
1198,3,male,1,0,1,United Kingdom,Southampton,11,1
1199,1,male,55,1,1,Canada,Southampton,,0
1200,3,female,45,1,0,United States of America,Southampton,11,1
1201,3,male,18,0,0,Croatia,Southampton,,0
1202,3,male,22,0,0,Turkey,Cherbourg,13,1
1203,3,male,,0,0,United Kingdom,Southampton,,0
1204,3,female,37,0,0,Ireland,Queenstown,,0
1205,1,female,55,0,0,United States of America,Cherbourg,8,1
1206,3,female,17,0,0,Ireland,Queenstown,,0
1207,1,male,57,1,0,United States of America,Cherbourg,,0
1208,2,male,19,0,0,United Kingdom,Southampton,,0
1209,3,male,27,0,0,Sweden,Southampton,,0
1210,2,male,22,2,0,United Kingdom,Southampton,,0
1211,3,male,26,0,0,United States of America,Southampton,,0
1212,3,male,25,0,0,Turkey,Cherbourg,10,1
1213,2,male,26,0,0,United Kingdom,Southampton,,0
1214,1,male,33,0,0,United Kingdom,Southampton,,0
1215,1,female,39,0,0,United States of America,Southampton,2,1
1216,3,male,23,0,0,Argentina,Southampton,,0
1217,2,female,12,2,1,India,Southampton,13,1
1219,2,male,29,1,0,United Kingdom,Southampton,,0
1220,2,male,21,0,0,Sweden,Southampton,,0
1221,2,female,48,0,2,United Kingdom,Southampton,14,1
1222,1,male,39,0,0,United States of America,Cherbourg,,0
1223,3,male,,0,0,Lebanon,Cherbourg,,0
1225,3,male,27,0,0,Croatia,Southampton,,0
1226,1,male,30,0,0,United States of America,Southampton,,0
1227,2,male,32,0,0,Portugal,Southampton,,0
1229,2,male,25,0,0,United Kingdom,Southampton,,0
1230,3,male,,0,0,Lebanon,Cherbourg,,0
1231,2,male,18,0,0,United Kingdom,Southampton,,0
1232,3,male,32,0,0,Sweden,Southampton,15,1
1233,3,male,,1,9,United Kingdom,Southampton,,0
1234,1,female,58,0,1,United States of America,Cherbourg,3,1
1235,3,male,,1,1,United Kingdom,Southampton,,0
1236,3,female,16,0,0,Norway,Southampton,16,1
1237,2,male,26,0,0,United States of America,Southampton,,0
1238,3,female,38,0,0,United States of America,Cherbourg,C,1
1239,2,male,24,0,0,United Kingdom,Southampton,,0
1240,2,female,31,0,0,United Kingdom,Southampton,14,1
1241,1,female,45,0,1,United States of America,Cherbourg,7,1
1242,2,male,25,0,0,United Kingdom,Southampton,,0
1243,2,male,18,0,0,United Kingdom,Southampton,,0
1244,2,male,49,1,2,United Kingdom,Southampton,,0
1246,1,male,50,0,0,United Kingdom,Southampton,,0
1247,1,female,59,2,0,United States of America,Southampton,D,1
1248,3,male,,0,0,United Kingdom,Southampton,,0
1249,3,male,,0,0,Ireland,Queenstown,B,1
1250,3,female,30,1,0,Sweden,Southampton,A,0
1251,3,male,14,8,2,United Kingdom,Southampton,,0
1252,2,female,24,1,1,Canada,Cherbourg,10,1
1253,2,female,31,0,0,United Kingdom,Southampton,10,1
1254,3,male,27,0,0,Croatia,Southampton,,0
1255,1,female,25,1,0,United States of America,Cherbourg,5,1
1256,3,female,,1,9,United Kingdom,Southampton,,0
1257,3,male,,1,0,Syria,Cherbourg,,0
1259,1,female,45,0,1,United States of America,Cherbourg,7,1
1260,2,male,29,0,0,Spain,Cherbourg,9,1
1261,2,male,21,1,0,United Kingdom,Southampton,,0
1262,1,female,31,0,0,United States of America,Cherbourg,3,1
1263,1,male,49,0,0,United Kingdom,Southampton,C,1
1264,2,male,44,0,0,United States of America,Southampton,,0
1265,1,female,54,1,1,United States of America,Southampton,5,1
1266,1,female,45,0,0,United States of America,Cherbourg,4,1
1267,3,female,22,2,0,Switzerland,Southampton,,0
1269,1,male,55,0,0,United Kingdom,Southampton,,0
1270,3,male,5,4,2,Sweden,Southampton,,0
1271,3,male,,0,0,Ireland,Queenstown,,0
1272,3,male,26,0,0,Ireland,Queenstown,,0
1273,3,female,,0,0,South Africa,Southampton,,0
1274,3,female,19,1,0,United Kingdom,Southampton,,0
1276,2,female,24,1,2,United Kingdom,Southampton,9,1
1277,3,male,24,0,0,Sweden,Southampton,,0
1278,2,male,57,0,0,United States of America,Southampton,,0
1279,3,male,21,0,0,Ireland,Queenstown,,0
1280,3,male,6,3,1,Sweden,Southampton,,0
1281,1,male,23,0,0,Canada,Southampton,,0
1282,1,female,51,0,1,France,Cherbourg,9,1
1283,3,male,13,0,2,United States of America,Southampton,,0
1284,2,male,47,0,0,United Kingdom,Southampton,,0
1285,3,male,29,3,1,Switzerland,Southampton,2,1
1286,1,female,18,1,0,United States of America,Cherbourg,6,1
1287,3,male,24,0,0,Ireland,Queenstown,,0
1288,1,female,48,1,1,Switzerland,Cherbourg,5,1
1289,3,male,22,0,0,Sweden,Southampton,,0
1290,3,male,31,0,0,United States of America,Queenstown,,0
1291,1,female,30,0,0,United States of America,Southampton,8,1
1292,2,male,38,1,0,United Kingdom,Southampton,,0
1293,1,female,22,0,1,United States of America,Cherbourg,7,1
1294,1,male,17,0,0,Uruguay,Southampton,,0
1295,1,male,43,1,0,United Kingdom,Southampton,5,1
1297,2,male,23,1,0,United Kingdom,Southampton,,0
1298,1,male,50,1,1,United States of America,Southampton,,0
1300,3,female,3,1,1,United Kingdom,Southampton,,0
1301,3,female,,0,0,Ireland,Queenstown,,0
1302,1,female,37,1,0,United States of America,Southampton,14,1
1303,3,female,28,0,0,Sweden,Southampton,,0
1304,3,male,,0,0,United Kingdom,Southampton,,0
1305,1,female,39,0,0,Spain,Cherbourg,8,1
1306,3,male,38,0,0,Norway,Southampton,,0
1307,3,male,,0,0,United Kingdom,Southampton,,0
1308,3,male,,1,1,Syria,Cherbourg,D,1
